Date,Open,High,Low,Close,Adj Close,Volume
2014-03-04,186.789993,187.979996,186.750000,187.580002,174.858902,167545900
2014-03-05,187.740005,188.070007,187.449997,187.750000,175.017349,88376900
2014-03-06,188.210007,188.610001,187.779999,188.179993,175.418182,82516500
2014-03-07,188.960007,188.960007,187.429993,188.259995,175.492783,114513500
2014-03-10,187.970001,188.229996,187.080002,188.160004,175.399536,74939200
2014-03-11,188.440002,188.710007,186.800003,187.229996,174.532593,99009100
2014-03-12,186.320007,187.350006,185.899994,187.279999,174.579224,104824400
2014-03-13,187.839996,187.990005,184.660004,185.179993,172.621643,155014300
2014-03-14,184.850006,185.800003,184.440002,184.660004,172.136932,153919600
2014-03-17,185.589996,186.770004,185.509995,186.330002,173.693649,98359500
2014-03-18,186.710007,187.910004,186.509995,187.660004,174.933456,101804600
2014-03-19,187.679993,187.940002,185.470001,186.660004,174.001266,176267300
2014-03-20,186.250000,187.889999,185.919998,187.750000,175.017349,117241000
2014-03-21,187.710007,189.020004,186.029999,186.199997,174.338196,163128000
2014-03-24,186.839996,187.070007,184.619995,185.429993,173.617233,121411000
2014-03-25,186.369995,186.940002,185.270004,186.309998,174.441177,103852000
2014-03-26,187.039993,187.339996,184.919998,184.970001,173.186554,119843000
2014-03-27,184.750000,185.339996,183.899994,184.580002,172.821381,142383000
2014-03-28,185.110001,186.419998,185.000000,185.490005,173.673431,101642000
2014-03-31,186.669998,187.300003,185.520004,187.009995,175.096588,99745000
2014-04-01,187.619995,188.360001,187.000000,188.250000,176.257584,89193000
2014-04-02,188.490005,189.130005,188.139999,188.880005,176.847473,78774000
2014-04-03,189.169998,189.220001,188.050003,188.630005,176.613358,77435000
2014-04-04,189.660004,189.699997,186.100006,186.399994,174.525436,169381000
2014-04-07,185.949997,186.259995,183.960007,184.339996,172.596680,140803000
2014-04-08,184.259995,185.399994,183.589996,185.100006,173.308273,112660000
2014-04-09,185.600006,187.149994,185.059998,187.089996,175.171478,100254000
2014-04-10,187.080002,187.169998,182.929993,183.160004,171.491837,172959000
2014-04-11,182.139999,183.419998,181.309998,181.509995,169.946960,167251000
2014-04-14,182.929993,183.369995,181.440002,182.940002,171.285889,132382000
2014-04-15,183.320007,184.330002,181.509995,184.199997,172.465607,157093000
2014-04-16,185.470001,186.139999,184.649994,186.130005,174.272644,105197000
2014-04-17,185.880005,186.910004,185.559998,186.389999,174.516098,105255000
2014-04-21,186.440002,187.100006,186.210007,187.039993,175.124634,68329000
2014-04-22,187.229996,188.399994,187.130005,187.889999,175.920517,85790000
2014-04-23,187.820007,187.919998,187.300003,187.449997,175.508560,73869000
2014-04-24,188.369995,188.389999,186.929993,187.830002,175.864349,88170000
2014-04-25,187.220001,187.330002,185.869995,186.289993,174.422455,100380000
2014-04-28,187.050003,187.690002,184.960007,186.880005,174.974869,135121000
2014-04-29,187.479996,188.039993,187.080002,187.750000,175.789474,84098000
2014-04-30,187.440002,188.500000,187.179993,188.309998,176.313766,101508000
2014-05-01,188.220001,188.839996,187.729996,188.330002,176.332474,93019000
2014-05-02,188.309998,189.139999,187.779999,188.059998,176.079681,98122000
2014-05-05,187.139999,188.550003,186.619995,188.419998,176.416748,75883000
2014-05-06,188.000000,188.130005,186.740005,186.779999,174.881241,85454000
2014-05-07,187.410004,187.970001,186.009995,187.880005,175.911179,106500000
2014-05-08,187.710007,189.050003,187.080002,187.679993,175.723892,93618000
2014-05-09,187.710007,188.039993,186.830002,187.960007,175.986084,83679000
2014-05-12,188.800003,189.880005,188.000000,189.789993,177.699478,86940000
2014-05-13,190.039993,190.419998,189.770004,189.960007,177.858643,66454000
2014-05-14,189.789993,189.880005,188.789993,189.059998,177.015991,72367000
2014-05-15,188.679993,188.720001,186.479996,187.399994,175.461716,154956000
2014-05-16,187.509995,188.130005,186.720001,188.050003,176.070343,97458000
2014-05-19,187.690002,188.889999,187.520004,188.740005,176.716385,63839000
2014-05-20,188.649994,188.669998,187.070007,187.550003,175.602188,111644000
2014-05-21,188.089996,189.220001,188.059998,189.130005,177.081528,89093000
2014-05-22,189.179993,189.979996,188.860001,189.589996,177.512238,61549000
2014-05-23,189.759995,190.479996,189.589996,190.350006,178.223816,61092800
2014-05-27,191.059998,191.580002,190.949997,191.520004,179.319290,72010000
2014-05-28,191.520004,191.820007,191.059998,191.380005,179.188202,66723000
2014-05-29,191.820007,192.399994,191.330002,192.369995,180.115128,64377000
2014-05-30,192.190002,192.800003,192.029999,192.679993,180.405365,76316000
2014-06-02,192.949997,192.990005,191.970001,192.899994,180.611343,64656000
2014-06-03,192.429993,192.899994,192.250000,192.800003,180.517746,65047000
2014-06-04,192.470001,193.300003,192.270004,193.190002,180.882889,55529000
2014-06-05,193.410004,194.649994,192.699997,194.449997,182.062622,92103000
2014-06-06,194.869995,195.429993,194.779999,195.380005,182.933380,78696000
2014-06-09,195.350006,196.050003,195.169998,195.580002,183.120636,65119000
2014-06-10,195.339996,195.639999,194.919998,195.600006,183.139374,57129000
2014-06-11,194.899994,195.119995,194.479996,194.919998,182.502655,68772000
2014-06-12,194.690002,194.800003,193.110001,193.539993,181.210587,106350000
2014-06-13,193.919998,194.320007,193.300003,194.130005,181.763016,82017000
2014-06-16,193.889999,194.699997,193.660004,194.289993,181.912827,87424000
2014-06-17,194.020004,194.970001,193.809998,194.830002,182.418411,84834000
2014-06-18,194.830002,196.369995,194.399994,196.259995,183.757324,105267000
2014-06-19,196.429993,196.600006,195.800003,196.479996,183.963272,85929000
2014-06-20,196.029999,196.100006,195.699997,195.940002,184.336487,100587000
2014-06-23,195.990005,196.050003,195.520004,195.880005,184.280029,70611000
2014-06-24,195.529999,196.500000,194.479996,194.699997,183.169922,96237000
2014-06-25,194.289993,195.779999,194.250000,195.580002,183.997803,82782000
2014-06-26,195.610001,195.630005,194.130005,195.440002,183.866089,84312000
2014-06-27,194.979996,195.880005,194.889999,195.820007,184.223587,71445100
2014-06-30,195.699997,196.169998,195.529999,195.720001,184.129532,70201200
2014-07-01,196.199997,197.630005,196.130005,197.029999,185.361938,90470000
2014-07-02,197.050003,197.479996,196.960007,197.229996,185.550049,52475000
2014-07-03,197.789993,198.289993,197.639999,198.199997,186.462662,52938800
2014-07-07,197.820007,197.979996,197.220001,197.509995,185.813507,61696000
2014-07-08,197.149994,197.220001,195.759995,196.240005,184.618729,108143000
2014-07-09,196.729996,197.300003,196.309998,197.119995,185.446594,72992000
2014-07-10,195.220001,196.860001,195.059998,196.339996,184.712814,99040000
2014-07-11,196.220001,196.750000,195.779999,196.610001,184.966827,64243000
2014-07-14,197.610001,197.860001,197.440002,197.600006,185.898193,58658000
2014-07-15,197.720001,198.100006,196.360001,197.229996,185.550049,111307000
2014-07-16,198.110001,198.259995,197.419998,197.960007,186.236877,79986400
2014-07-17,197.350006,198.100006,195.429993,195.710007,184.120132,145398000
2014-07-18,196.350006,197.910004,196.240005,197.710007,186.001694,124330000
2014-07-21,197.089996,197.500000,196.429993,197.339996,185.653580,67592000
2014-07-22,198.009995,198.559998,197.869995,198.199997,186.462662,67678000
2014-07-23,198.500000,198.850006,198.100006,198.639999,186.876602,65612000
2014-07-24,198.830002,199.059998,198.449997,198.649994,186.885971,56888000
2014-07-25,198.089996,198.259995,197.330002,197.720001,186.011078,76837000
2014-07-28,197.759995,198.089996,196.619995,197.800003,186.086334,69259000
2014-07-29,198.169998,198.449997,196.919998,196.949997,185.286682,80466000
2014-07-30,197.649994,197.910004,196.160004,196.979996,185.314880,104222000
2014-07-31,195.610001,195.779999,192.970001,193.089996,181.655258,183479000
2014-08-01,192.559998,193.759995,191.570007,192.500000,181.100204,189261000
2014-08-04,192.869995,194.300003,192.050003,193.889999,182.407883,91340000
2014-08-05,193.100006,193.600006,191.309998,192.009995,180.639221,152690000
2014-08-06,191.110001,192.889999,191.080002,192.070007,180.695709,94818000
2014-08-07,192.940002,193.130005,190.550003,191.029999,179.717255,135733000
2014-08-08,191.460007,193.369995,190.949997,193.240005,181.796356,117014000
2014-08-11,193.970001,194.660004,193.710007,193.800003,182.323227,74544000
2014-08-12,193.610001,194.149994,192.940002,193.529999,182.069214,73632000
2014-08-13,194.289993,195.059998,193.960007,194.839996,183.301620,69047000
2014-08-14,195.160004,195.759995,194.979996,195.759995,184.167145,57371000
2014-08-15,196.470001,196.649994,194.309998,195.720001,184.129532,139951000
2014-08-18,196.800003,197.449997,196.690002,197.360001,185.672409,75424000
2014-08-19,197.839996,198.539993,197.440002,198.389999,186.641434,59135000
2014-08-20,198.119995,199.160004,198.080002,198.919998,187.139969,72763000
2014-08-21,199.089996,199.759995,198.929993,199.500000,187.685684,67791000
2014-08-22,199.339996,199.690002,198.740005,199.190002,187.394043,76107000
2014-08-25,200.139999,200.589996,199.149994,200.199997,188.344193,63855000
2014-08-26,200.330002,200.820007,200.279999,200.330002,188.466507,47298000
2014-08-27,200.429993,200.570007,199.940002,200.250000,188.391235,47874000
2014-08-28,199.589996,200.270004,199.389999,200.139999,188.287781,58330000
2014-08-29,200.449997,200.729996,199.820007,200.710007,188.824036,65907000
2014-09-02,200.970001,201.000000,199.860001,200.610001,188.729935,72426000
2014-09-03,201.380005,201.410004,200.220001,200.500000,188.626434,57462000
2014-09-04,200.839996,201.580002,199.660004,200.210007,188.353622,85236000
2014-09-05,200.169998,201.190002,199.410004,201.110001,189.200317,102177000
2014-09-08,200.919998,201.210007,200.000000,200.589996,188.711121,64146000
2014-09-09,200.410004,200.550003,198.910004,199.320007,187.516327,88591000
2014-09-10,199.429993,200.199997,198.770004,200.070007,188.221909,67251000
2014-09-11,199.270004,200.330002,199.119995,200.300003,188.438278,66774400
2014-09-12,200.100006,200.119995,198.559998,199.130005,187.337601,117409300
2014-09-15,199.160004,199.320007,198.380005,198.979996,187.196472,76401000
2014-09-16,198.610001,200.839996,198.500000,200.479996,188.607651,116201000
2014-09-17,200.770004,201.679993,199.750000,200.750000,188.861633,151266000
2014-09-18,201.360001,201.850006,201.100006,201.820007,189.868301,94990000
2014-09-19,201.520004,201.899994,200.289993,200.699997,189.697372,121649000
2014-09-22,200.350006,200.380005,198.729996,199.149994,188.232346,125553000
2014-09-23,198.429993,199.259995,197.949997,198.009995,187.154831,111393000
2014-09-24,198.039993,199.690002,197.520004,199.559998,188.619858,107276000
2014-09-25,199.039993,199.050003,196.270004,196.339996,185.576385,150300000
2014-09-26,196.699997,198.389999,196.419998,197.899994,187.050873,103547000
2014-09-29,196.199997,197.889999,196.050003,197.539993,186.710602,95112000
2014-09-30,197.690002,198.300003,196.610001,197.020004,186.219101,131302000
2014-10-01,196.699997,196.770004,193.910004,194.350006,183.695511,177798000
2014-10-02,194.179993,195.059998,192.350006,194.380005,183.723846,157285000
2014-10-03,195.679993,196.940002,195.080002,196.520004,185.746536,121569000
2014-10-06,197.339996,197.600006,195.580002,196.289993,185.529144,104778000
2014-10-07,195.279999,195.720001,193.220001,193.259995,182.665222,147913000
2014-10-08,193.369995,196.919998,192.360001,196.639999,185.859955,186461000
2014-10-09,196.330002,196.600006,192.580002,192.740005,182.173737,210705000
2014-10-10,192.690002,193.649994,190.490005,190.539993,180.094360,221909000
2014-10-13,190.460007,191.149994,187.300003,187.410004,177.135941,230939000
2014-10-14,188.419998,189.820007,187.039993,187.699997,177.410034,215847000
2014-10-15,185.160004,187.690002,181.919998,186.429993,176.209671,380715000
2014-10-16,183.059998,187.580002,182.889999,186.270004,176.058456,270391000
2014-10-17,188.419998,189.750000,187.619995,188.470001,178.137833,214625000
2014-10-20,188.130005,190.449997,188.070007,190.300003,179.867493,130011000
2014-10-21,191.679993,194.199997,191.479996,194.070007,183.430862,154949000
2014-10-22,194.410004,194.910004,192.610001,192.690002,182.126480,151822000
2014-10-23,194.619995,196.199997,194.259995,194.929993,184.243683,154944000
2014-10-24,195.250000,196.490005,194.490005,196.429993,185.661484,117927000
2014-10-27,195.729996,196.449997,195.029999,196.160004,185.406265,82954000
2014-10-28,196.820007,198.419998,196.729996,198.410004,187.532928,106736000
2014-10-29,198.550003,199.119995,196.800003,198.110001,187.249359,142557000
2014-10-30,197.580002,199.949997,197.399994,199.380005,188.449753,113330000
2014-10-31,201.779999,201.820007,200.770004,201.660004,190.604782,146903000
2014-11-03,201.919998,202.449997,201.309998,201.770004,190.708740,93600000
2014-11-04,201.229996,201.600006,200.059998,201.070007,190.047104,93343000
2014-11-05,202.539993,202.589996,201.449997,202.339996,191.247437,91709000
2014-11-06,202.389999,203.259995,201.639999,203.149994,192.013077,107089000
2014-11-07,203.169998,203.600006,202.610001,203.339996,192.192642,89540000
2014-11-10,203.380005,204.039993,203.130005,203.979996,192.797531,66319000
2014-11-11,204.059998,204.309998,203.649994,204.179993,192.986572,54499400
2014-11-12,203.350006,204.240005,203.309998,203.960007,192.778671,90120300
2014-11-13,204.160004,204.830002,203.210007,204.190002,192.996063,85357900
2014-11-14,204.100006,204.490005,203.720001,204.240005,193.043335,80417500
2014-11-17,203.850006,204.580002,203.649994,204.369995,193.166183,80441000
2014-11-18,204.440002,205.919998,204.440002,205.550003,194.281494,76068100
2014-11-19,205.309998,205.550003,204.300003,205.220001,193.969589,82373000
2014-11-20,204.259995,205.710007,204.179993,205.580002,194.309860,72840300
2014-11-21,207.639999,207.839996,205.979996,206.679993,195.349518,142327300
2014-11-24,207.169998,207.389999,206.910004,207.259995,195.897736,65880800
2014-11-25,207.539993,207.789993,206.800003,207.110001,195.755997,79108300
2014-11-26,207.289993,207.759995,207.029999,207.639999,196.256912,62167800
2014-11-28,207.490005,207.869995,206.910004,207.199997,195.841049,57890100
2014-12-01,206.399994,206.539993,205.380005,205.759995,194.479980,103968400
2014-12-02,205.809998,207.339996,205.779999,207.089996,195.737061,74507200
2014-12-03,207.300003,208.149994,207.100006,207.889999,196.493225,68952000
2014-12-04,207.539993,208.270004,206.699997,207.660004,196.275803,91316600
2014-12-05,207.869995,208.470001,207.550003,208.000000,196.597168,91025500
2014-12-08,207.520004,208.119995,205.929993,206.610001,195.283371,108588200
2014-12-09,204.369995,206.600006,203.910004,206.470001,195.151062,125180100
2014-12-10,205.910004,205.979996,202.929993,203.160004,192.022507,159856400
2014-12-11,203.880005,206.190002,203.710007,204.190002,192.996063,159012800
2014-12-12,202.639999,203.820007,200.850006,200.889999,189.876953,202330200
2014-12-15,201.979996,202.529999,198.779999,199.509995,188.572586,189965800
2014-12-16,198.580002,202.399994,197.860001,197.910004,187.060333,259543800
2014-12-17,198.440002,202.339996,198.289993,201.789993,190.727600,253910100
2014-12-18,204.740005,212.970001,203.919998,206.779999,195.444077,257633900
2014-12-19,206.429993,207.330002,205.610001,206.520004,196.275574,245084600
2014-12-22,206.750000,207.470001,206.460007,207.470001,197.178436,148318900
2014-12-23,208.169998,208.229996,207.399994,207.750000,197.444565,122167900
2014-12-24,208.020004,208.339996,207.720001,207.770004,197.463577,42963400
2014-12-26,208.309998,208.850006,208.250000,208.440002,198.100327,57326700
2014-12-29,208.220001,208.970001,208.139999,208.720001,198.366455,79643900
2014-12-30,208.210007,208.369995,207.509995,207.600006,197.302017,73540800
2014-12-31,207.990005,208.190002,205.389999,205.539993,195.344193,130333800
2015-01-02,206.380005,206.880005,204.179993,205.429993,195.239655,121465900
2015-01-05,204.169998,204.369995,201.350006,201.720001,191.713669,169632600
2015-01-06,202.089996,202.720001,198.860001,199.820007,189.907928,209151400
2015-01-07,201.419998,202.720001,200.880005,202.309998,192.274399,125346700
2015-01-08,204.009995,206.160004,203.990005,205.899994,195.686340,147217800
2015-01-09,206.399994,206.419998,203.509995,204.250000,194.118179,158567300
2015-01-12,204.410004,204.600006,201.919998,202.649994,192.597565,144396100
2015-01-13,204.119995,205.479996,200.509995,202.080002,192.055832,214553300
2015-01-14,199.649994,201.100006,198.570007,200.860001,190.896347,192991100
2015-01-15,201.630005,202.009995,198.880005,199.020004,189.147629,176613900
2015-01-16,198.770004,201.820007,198.550003,201.630005,191.628159,211879600
2015-01-20,202.399994,202.720001,200.169998,202.059998,192.036804,130991100
2015-01-21,201.500000,203.660004,200.940002,203.080002,193.006226,122942700
2015-01-22,203.990005,206.259995,202.330002,206.100006,195.876434,174356000
2015-01-23,205.789993,206.100006,204.809998,204.970001,194.802475,117516800
2015-01-26,204.710007,205.559998,203.850006,205.449997,195.258652,92009700
2015-01-27,202.970001,204.119995,201.740005,202.740005,192.683090,134044600
2015-01-28,204.169998,204.289993,199.910004,200.139999,190.212036,168514300
2015-01-29,200.380005,202.300003,198.679993,201.990005,191.970276,173585400
2015-01-30,200.570007,202.169998,199.130005,199.449997,189.556274,197729700
2015-02-02,200.050003,202.029999,197.860001,201.919998,191.903763,163107000
2015-02-03,203.000000,204.850006,202.550003,204.839996,194.678925,124212900
2015-02-04,203.919998,205.380005,203.509995,204.059998,193.937622,134306700
2015-02-05,204.860001,206.300003,204.770004,206.119995,195.895416,97953200
2015-02-06,206.559998,207.240005,204.919998,205.550003,195.353714,125672000
2015-02-09,204.770004,205.639999,204.139999,204.630005,194.479340,87219000
2015-02-10,205.880005,207.119995,204.679993,206.809998,196.551193,96164200
2015-02-11,206.610001,207.449997,205.830002,206.929993,196.665237,91087800
2015-02-12,207.889999,208.990005,206.970001,208.919998,198.556534,97545900
2015-02-13,209.070007,209.839996,208.759995,209.779999,199.373856,93670400
2015-02-17,209.399994,210.320007,209.100006,210.110001,199.687485,76968200
2015-02-18,209.660004,210.220001,209.339996,210.130005,199.706497,80652900
2015-02-19,209.410004,210.419998,209.240005,209.979996,199.563950,91462500
2015-02-20,209.479996,211.330002,208.729996,211.240005,200.761444,140896400
2015-02-23,210.940002,211.210007,210.479996,211.210007,200.732956,74411100
2015-02-24,211.119995,212.050003,210.759995,211.809998,201.303162,72472300
2015-02-25,211.660004,212.240005,211.220001,211.630005,201.132080,73061700
2015-02-26,211.520004,211.710007,210.649994,211.380005,200.894501,72697900
2015-02-27,211.259995,211.580002,210.600006,210.660004,200.210220,108076000
2015-03-02,210.779999,212.059998,210.720001,211.990005,201.474274,87491400
2015-03-03,211.470001,212.050003,210.080002,211.119995,200.647369,110325800
2015-03-04,210.399994,210.490005,209.059998,210.229996,199.801544,114497200
2015-03-05,210.619995,210.800003,209.850006,210.460007,200.020142,76873000
2015-03-06,209.419998,209.940002,207.100006,207.500000,197.206970,188128000
2015-03-09,207.740005,208.789993,207.550003,208.360001,198.024307,89818900
2015-03-10,206.710007,206.809998,204.929993,204.979996,194.811966,157121300
2015-03-11,205.289993,205.500000,204.399994,204.500000,194.355804,110145700
2015-03-12,205.259995,207.179993,205.199997,207.100006,196.826797,93993500
2015-03-13,206.770004,207.929993,204.580002,205.830002,195.619812,162410900
2015-03-16,206.710007,208.690002,205.860001,208.580002,198.233398,136099200
2015-03-17,207.690002,208.419998,206.979996,207.960007,197.644150,94510400
2015-03-18,207.389999,211.270004,206.619995,210.460007,200.020142,228808500
2015-03-19,209.960007,210.470001,209.029999,209.500000,199.107773,117917300
2015-03-20,209.710007,211.020004,209.490005,210.410004,200.865082,177715100
2015-03-23,210.419998,211.110001,210.000000,210.000000,200.473679,71784500
2015-03-24,209.850006,210.399994,208.740005,208.820007,199.347198,77805300
2015-03-25,209.070007,209.350006,205.710007,205.759995,196.425995,159521700
2015-03-26,204.960007,206.369995,204.119995,205.270004,195.958237,153067200
2015-03-27,205.130005,205.949997,204.899994,205.740005,196.406921,118939000
2015-03-30,206.979996,208.610001,206.960007,208.250000,198.803040,96180400
2015-03-31,207.259995,208.100006,206.360001,206.429993,197.065613,126768700
2015-04-01,206.389999,206.419998,204.509995,205.699997,196.368713,137303600
2015-04-02,205.619995,206.979996,205.399994,206.440002,197.075134,86900900
2015-04-06,205.369995,208.449997,205.210007,207.830002,198.402084,114368200
2015-04-07,207.860001,208.759995,207.240005,207.279999,197.877045,81236300
2015-04-08,207.550003,208.509995,207.080002,207.979996,198.545303,89351900
2015-04-09,207.779999,209.179993,207.190002,208.899994,199.423523,85548900
2015-04-10,209.199997,210.089996,208.960007,210.039993,200.511856,72722900
2015-04-13,209.869995,210.630005,209.029999,209.089996,199.604919,74436600
2015-04-14,208.850006,209.710007,208.100006,209.490005,199.986786,75099900
2015-04-15,210.050003,211.039993,209.949997,210.429993,200.884171,99529300
2015-04-16,210.029999,210.979996,209.789993,210.369995,200.826874,68934900
2015-04-17,208.940002,209.229996,207.009995,207.949997,198.516663,191113200
2015-04-20,209.059998,210.250000,208.960007,209.850006,200.330475,92189500
2015-04-21,210.669998,210.860001,209.240005,209.600006,200.091812,72559800
2015-04-22,210.009995,210.850006,208.899994,210.630005,201.075073,78264600
2015-04-23,210.149994,211.940002,210.009995,211.160004,201.581055,102585900
2015-04-24,211.660004,211.970001,211.110001,211.649994,202.048813,61327400
2015-04-27,212.330002,212.479996,210.539993,210.770004,201.208725,79358100
2015-04-28,210.740005,211.500000,209.330002,211.440002,201.848312,86863500
2015-04-29,210.369995,211.289993,209.600006,210.570007,201.017822,125684900
2015-04-30,209.880005,210.350006,207.619995,208.460007,199.003540,161304900
2015-05-01,209.399994,210.770004,209.279999,210.720001,201.160995,103399700
2015-05-04,211.229996,212.020004,211.100006,211.320007,201.733765,70927200
2015-05-05,211.029999,211.460007,208.729996,208.899994,199.423523,113326200
2015-05-06,209.559998,209.929993,206.759995,208.039993,198.602554,135060200
2015-05-07,207.919998,209.380005,207.520004,208.869995,199.394897,88244900
2015-05-08,210.880005,211.860001,210.779999,211.619995,202.020172,155877300
2015-05-11,211.570007,211.889999,210.520004,210.610001,201.056000,75708100
2015-05-12,209.610001,210.630005,208.619995,209.979996,200.454559,119727600
2015-05-13,210.470001,211.220001,209.740005,210.020004,200.492752,94667900
2015-05-14,211.240005,212.320007,210.910004,212.210007,202.583405,95934000
2015-05-15,212.440002,212.610001,211.860001,212.440002,202.802979,76510100
2015-05-18,212.240005,213.399994,212.160004,213.100006,203.433029,74549700
2015-05-19,213.240005,213.570007,212.690002,213.029999,203.366211,72114600
2015-05-20,213.149994,213.779999,212.500000,212.880005,203.223007,76857500
2015-05-21,212.710007,213.750000,212.509995,213.500000,203.814896,64764600
2015-05-22,213.039993,213.539993,212.910004,212.990005,203.328018,57433500
2015-05-26,212.399994,212.910004,210.199997,210.699997,201.141891,124308600
2015-05-27,211.250000,212.979996,210.759995,212.699997,203.051163,93214000
2015-05-28,212.330002,212.589996,211.630005,212.460007,202.822067,74974600
2015-05-29,212.380005,212.429993,210.820007,211.139999,201.561905,124919600
2015-06-01,211.940002,212.339996,210.619995,211.570007,201.972427,93338800
2015-06-02,211.020004,212.190002,210.270004,211.360001,201.771973,91531000
2015-06-03,212.000000,212.669998,211.330002,211.919998,202.306534,87820900
2015-06-04,211.070007,211.860001,209.750000,210.130005,200.597778,151882800
2015-06-05,209.949997,210.580002,208.979996,209.770004,200.254089,121704700
2015-06-08,209.639999,209.820007,208.389999,208.479996,199.022598,89063300
2015-06-09,208.449997,209.100006,207.690002,208.449997,198.993973,105034700
2015-06-10,209.369995,211.410004,209.300003,210.949997,201.380539,134551300
2015-06-11,211.479996,212.089996,211.199997,211.630005,202.029724,73876400
2015-06-12,210.639999,211.479996,209.679993,210.009995,200.483200,135382400
2015-06-15,208.639999,209.449997,207.789993,209.110001,199.624008,124384200
2015-06-16,208.929993,210.350006,208.720001,210.250000,200.712341,85308200
2015-06-17,210.589996,211.320007,209.360001,210.589996,201.036896,126708600
2015-06-18,211.309998,213.339996,210.630005,212.779999,203.127563,165867900
2015-06-19,211.460007,211.550003,210.360001,210.809998,202.225906,130478700
2015-06-22,211.910004,212.589996,211.639999,211.889999,203.261902,70696000
2015-06-23,212.139999,212.440002,211.570007,212.039993,203.405807,68476800
2015-06-24,211.720001,212.169998,210.470001,210.500000,201.928528,92307300
2015-06-25,211.100006,211.250000,209.770004,209.860001,201.314575,97107400
2015-06-26,210.289993,210.580002,209.160004,209.820007,201.276199,104174800
2015-06-29,208.050003,209.830002,205.330002,205.419998,197.055359,202621300
2015-06-30,207.259995,207.320007,205.279999,205.850006,197.467850,182925100
2015-07-01,207.729996,208.029999,206.559998,207.500000,199.050690,135979900
2015-07-02,208.070007,208.270004,206.809998,207.309998,198.868393,104373700
2015-07-06,205.770004,207.649994,205.529999,206.720001,198.302444,117975400
2015-07-07,206.960007,208.169998,204.110001,208.020004,199.549500,173820200
2015-07-08,206.419998,206.759995,204.250000,204.529999,196.201599,164020100
2015-07-09,207.039993,207.350006,204.770004,204.899994,196.556549,144113100
2015-07-10,207.289993,207.979996,204.949997,207.479996,199.031494,129456900
2015-07-13,208.990005,209.899994,208.940002,209.770004,201.228241,106069400
2015-07-14,209.720001,211.050003,209.649994,210.679993,202.101196,81709600
2015-07-15,210.729996,211.279999,210.039993,210.610001,202.034027,97914100
2015-07-16,211.869995,212.300003,211.580002,212.300003,203.655212,106683300
2015-07-17,212.289993,212.550003,211.800003,212.479996,203.827881,89030000
2015-07-20,212.750000,213.179993,212.210007,212.589996,203.933411,70446800
2015-07-21,212.429993,212.740005,211.389999,211.750000,203.127640,77965000
2015-07-22,210.929993,211.770004,210.889999,211.369995,202.763077,88667900
2015-07-23,211.529999,211.649994,209.750000,210.179993,201.621536,90509100
2015-07-24,210.300003,210.369995,207.600006,208.000000,199.530289,117755000
2015-07-27,206.940002,207.550003,206.259995,206.789993,198.369598,132361100
2015-07-28,207.789993,209.500000,206.800003,209.330002,200.806168,123544800
2015-07-29,209.479996,211.039993,209.309998,210.770004,202.187531,105791300
2015-07-30,210.160004,211.020004,209.419998,210.820007,202.235489,91304400
2015-07-31,211.419998,211.449997,210.160004,210.500000,201.928528,103266900
2015-08-03,210.460007,210.529999,208.649994,209.789993,201.247437,113965700
2015-08-04,209.699997,210.250000,208.800003,209.380005,200.854126,81820800
2015-08-05,210.449997,211.309998,209.729996,210.070007,201.516037,85786800
2015-08-06,210.289993,210.419998,207.649994,208.350006,199.866058,116030800
2015-08-07,208.160004,208.339996,206.869995,207.949997,199.482346,117858000
2015-08-10,209.279999,210.669998,209.279999,210.570007,201.995651,80270700
2015-08-11,208.970001,209.470001,207.759995,208.669998,200.173035,126081400
2015-08-12,207.110001,209.139999,205.360001,208.919998,200.412857,172123700
2015-08-13,208.729996,209.550003,208.009995,208.660004,200.163467,89383300
2015-08-14,208.429993,209.509995,208.259995,209.419998,200.892487,72786500
2015-08-17,208.710007,210.589996,208.160004,210.589996,202.014847,79072600
2015-08-18,210.259995,210.679993,209.699997,209.979996,201.429672,71692700
2015-08-19,209.089996,210.009995,207.350006,208.320007,199.837296,172946000
2015-08-20,206.509995,208.289993,203.899994,203.970001,195.664413,194327900
2015-08-21,201.729996,203.940002,197.520004,197.830002,189.774429,346588500
2015-08-24,187.490005,197.479996,182.399994,189.500000,181.783630,507244300
2015-08-25,195.429993,195.449997,186.919998,187.270004,179.644440,369833100
2015-08-26,192.080002,194.789993,188.369995,194.460007,186.541687,339257000
2015-08-27,197.020004,199.419998,195.210007,199.270004,191.155807,274143900
2015-08-28,198.500000,199.839996,197.919998,199.279999,191.165375,160414400
2015-08-31,198.110001,199.130005,197.009995,197.669998,189.620941,163298800
2015-09-01,193.119995,194.770004,190.729996,191.770004,183.961197,256000400
2015-09-02,194.619995,195.460007,192.419998,195.410004,187.452972,160269300
2015-09-03,196.259995,198.050003,194.960007,195.550003,187.587265,152087800
2015-09-04,192.850006,193.860001,191.610001,192.589996,184.747818,207081000
2015-09-08,195.940002,197.610001,195.169998,197.429993,189.390717,116025700
2015-09-09,199.320007,199.470001,194.350006,194.789993,186.858215,149347700
2015-09-10,194.559998,197.220001,194.250000,195.850006,187.875076,158611100
2015-09-11,195.380005,196.820007,194.529999,196.740005,188.728836,119691200
2015-09-14,196.949997,197.009995,195.429993,196.009995,188.028519,79452000
2015-09-15,196.610001,198.990005,195.960007,198.460007,190.378769,113806200
